成分券代码,日期,指数代码,指数名称,指数英文名称,成分券名称,成分券英文名称,交易所,交易所英文名称,权重,市盈率-动态,市净率,总市值,盈利,净资产
600886,2022-08-31,000300,沪深300,CSI 300,国投电力,"SDIC Power Holdings Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.174,18.35,1.83,86170318453.0,4695930160.92643,47087605712.02186
688111,2022-08-31,000300,沪深300,CSI 300,金山办公,"Beijing Kingsoft Office Software, Inc.",上海证券交易所,Shanghai  Exchange,0.174,83.58,10.82,86871074987.0,1039376345.8602537,8028749998.798521
300207,2022-08-31,000300,沪深300,CSI 300,欣旺达,Sunwoda Electronic Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.172,62.97,3.13,46849762643.0,744001312.418612,14967975285.303514
300782,2022-08-31,000300,沪深300,CSI 300,卓胜微,Maxscend Microelectronics Company Limited,深圳证券交易所,Shenzhen  Exchange,0.171,36.21,6.54,54468712151.0,1504245019.359293,8328549258.562691
600029,2022-08-31,000300,沪深300,CSI 300,南方航空,China Southern Airlines Co Ltd,上海证券交易所,Shanghai  Exchange,0.171,-4.67,1.91,107194193716.0,-22953788804.282654,56122614510.99477
300751,2022-08-31,000300,沪深300,CSI 300,迈为股份,"Suzhou Maxwell Technologies Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.17,98.26,13.04,77870561498.0,792495028.4754732,5971668826.533743
600547,2022-08-31,000300,沪深300,CSI 300,山东黄金,Shandong Gold-Mining Co Ltd,上海证券交易所,Shanghai  Exchange,0.169,71.17,3.37,79134968297.0,1111914687.3261206,23482186438.27893
600085,2022-08-31,000300,沪深300,CSI 300,同仁堂,Beijing Tongrentang Co Ltd,上海证券交易所,Shanghai  Exchange,0.168,40.85,5.5,60742417904.0,1486962494.5899632,11044075982.545454
600015,2022-08-31,000300,沪深300,CSI 300,华夏银行,Hua Xia Bank Co Ltd,上海证券交易所,Shanghai  Exchange,0.166,3.44,0.33,79244203512.0,23036105672.093025,240133950036.36362
600383,2022-08-31,000300,沪深300,CSI 300,金地集团,Gemdale Corporation,上海证券交易所,Shanghai  Exchange,0.165,13.17,0.84,51782273571.0,3931835502.733485,61645563775.0
601117,2022-08-31,000300,沪深300,CSI 300,中国化学,China National Chemical Engineering Co Ltd,上海证券交易所,Shanghai  Exchange,0.165,10.26,1.09,54374288233.0,5299638229.337232,49884668103.66972
601788,2022-08-31,000300,沪深300,CSI 300,光大证券,Everbright Securities Co Ltd,上海证券交易所,Shanghai  Exchange,0.164,17.34,1.36,73080984078.0,4214589623.8754325,53736017704.41176
300408,2022-08-31,000300,沪深300,CSI 300,三环集团,"CHAOZHOU THREE-CIRCLE(GROUP)CO.,LTD",深圳证券交易所,Shenzhen  Exchange,0.163,27.63,3.15,51898748807.0,1878347767.1733623,16475793272.063492
601238,2022-08-31,000300,沪深300,CSI 300,广汽集团,"Guangzhou Automobile Group Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.161,12.68,1.48,145867569739.0,11503751556.70347,98559168742.56757
