成分券代码,日期,指数代码,指数名称,指数英文名称,成分券名称,成分券英文名称,交易所,交易所英文名称,权重,市盈率-动态,市净率,总市值,盈利,净资产
600522,2022-08-31,000905,中证500,CSI 500,中天科技,Jiangsu Zhongtian Technologies Co Ltd,上海证券交易所,Shanghai  Exchange,0.966,21.52,2.79,78497841996.0,3647669237.7323422,28135427238.70968
600256,2022-08-31,000905,中证500,CSI 500,广汇能源,"GUANGHUI ENERGY CO., LTD.",上海证券交易所,Shanghai  Exchange,0.924,8.1,3.54,83122460060.0,10262032106.17284,23480920920.903954
601615,2022-08-31,000905,中证500,CSI 500,明阳智能,MingYangSmartEnergyGroupLimited,上海证券交易所,Shanghai  Exchange,0.675,12.4,2.7,60710130064.0,4895978230.967742,22485233357.037037
600157,2022-08-31,000905,中证500,CSI 500,永泰能源,Wintime Energy Co Ltd,上海证券交易所,Shanghai  Exchange,0.611,24.8,0.89,38214554329.0,1540909448.75,42937701493.25842
9,2022-08-31,000905,中证500,CSI 500,中国宝安,"China Baoan Group Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.605,45.98,4.69,38920338732.0,846462347.3684211,8298579686.993603
300012,2022-08-31,000905,中证500,CSI 500,华测检测,"CENTRE TESTING INTERNATIONAL GROUP CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.588,49.87,7.51,35997329780.0,721823336.2743132,4793252966.711052
2384,2022-08-31,000905,中证500,CSI 500,东山精密,Suzhou Dongshan Precision Manufacturing Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.562,28.86,3.1,45961233750.0,1592558341.995842,14826204435.483871
603613,2022-08-31,000905,中证500,CSI 500,国联股份,"Beijing United Information Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.55,60.31,10.98,51550996182.0,854766973.6693748,4694990544.808743
600096,2022-08-31,000905,中证500,CSI 500,云天化,Yunnan Yuntianhua Co Ltd,上海证券交易所,Shanghai  Exchange,0.541,6.52,3.26,45181332661.0,6929652248.619633,13859304497.239265
300769,2022-08-31,000905,中证500,CSI 500,德方纳米,"Shenzhen Dynanonic Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.531,21.28,7.04,54478184208.0,2560065047.368421,7738378438.636364
2497,2022-08-31,000905,中证500,CSI 500,雅化集团,Sichuan Yahua Industrial Group Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.522,7.09,3.62,32075814932.0,4524092374.047955,8860722356.906076
300724,2022-08-31,000905,中证500,CSI 500,捷佳伟创,Shenzhen S.C New Energy Technology Corporation,深圳证券交易所,Shenzhen  Exchange,0.515,45.11,6.88,45815815520.0,1015646542.2301042,6659275511.627907
2240,2022-08-31,000905,中证500,CSI 500,盛新锂能,"Shenzhen Chengxin Lithium Group Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.512,7.41,5.53,44738592674.0,6037596852.091767,8090161423.869801
300390,2022-08-31,000905,中证500,CSI 500,天华超净,"SuZhou TA&A Ultra Clean Technology Co., LTD.",深圳证券交易所,Shenzhen  Exchange,0.51,6.2,7.52,43549223975.0,7024068383.064516,5791120209.441489
600487,2022-08-31,000905,中证500,CSI 500,亨通光电,"Hengtong Optic-Electric Co.,Ltd",上海证券交易所,Shanghai  Exchange,0.506,24.73,2.04,42543418039.0,1720316135.8269308,20854616685.784313
600885,2022-08-31,000905,中证500,CSI 500,宏发股份,"Hongfa Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.5,30.73,5.86,38151403716.0,1241503537.7806704,6510478449.829351
2180,2022-08-31,000905,中证500,CSI 500,纳思达,Ninestar Corporation,深圳证券交易所,Shenzhen  Exchange,0.498,30.12,4.2,64217728638.0,2132062703.7848604,15289935390.0
2407,2022-08-31,000905,中证500,CSI 500,多氟多,Do-Fluoride Chemicals Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.495,11.0,4.92,30855430165.0,2805039105.909091,6271428895.325203
600141,2022-08-31,000905,中证500,CSI 500,兴发集团,Hubei Xingfa Chemicals Group Co Ltd,上海证券交易所,Shanghai  Exchange,0.478,5.79,2.51,42256654441.0,7298213202.245251,16835320494.422312
600732,2022-08-31,000905,中证500,CSI 500,爱旭股份,"Shanghai Aiko Solar Energy Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.46,32.77,5.94,39060370467.0,1191955156.1489165,6575819943.939393
2385,2022-08-31,000905,中证500,CSI 500,大北农,Beijing Dabeinong Technology Group Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.456,-35.17,3.51,35904913666.0,-1020896038.2712538,10229320132.763533
688122,2022-08-31,000905,中证500,CSI 500,西部超导,"Western Superconducting Technologies Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.451,44.16,8.94,48789803695.0,1104841569.1802537,5457472449.105145
601058,2022-08-31,000905,中证500,CSI 500,赛轮轮胎,"Sailun Group Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.443,24.09,3.07,34433568837.0,1429371890.2864258,11216146200.9772
300073,2022-08-31,000905,中证500,CSI 500,当升科技,Beijing Easpring Material Technology Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.443,21.27,3.82,38797959288.0,1824069548.0959098,10156533845.026178
601555,2022-08-31,000905,中证500,CSI 500,东吴证券,Soochow Securities Co Ltd,上海证券交易所,Shanghai  Exchange,0.437,20.64,0.9,33750567868.0,1635201931.5891473,37500630964.44444
2756,2022-08-31,000905,中证500,CSI 500,永兴材料,"Yongxing Special Materials Technology Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.434,12.0,6.64,54324847583.0,4527070631.916667,8181452949.246988
600418,2022-08-31,000905,中证500,CSI 500,江淮汽车,Anhui Jianghuai Automobile Co Ltd,上海证券交易所,Shanghai  Exchange,0.431,-22.93,2.25,32650946375.0,-1423940094.8539033,14511531722.222221
600233,2022-08-31,000905,中证500,CSI 500,圆通速递,"YTO Express Group Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.429,18.79,2.79,66661250908.0,3547698292.0702505,23892921472.401432
600399,2022-08-31,000905,中证500,CSI 500,抚顺特钢,Fushun Special Steel Co Ltd,上海证券交易所,Shanghai  Exchange,0.424,88.34,5.36,32381882000.0,366559678.51482904,6041395895.5223875
605117,2022-08-31,000905,中证500,CSI 500,德业股份,"Ningbo Deye Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.419,100.52,31.38,90567856890.0,900993403.2033427,2886164974.187381
983,2022-08-31,000905,中证500,CSI 500,山西焦煤,"Shanxi Coking Coal Energy Group Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.418,4.52,1.8,51493759200.0,11392424601.769913,28607644000.0
600765,2022-08-31,000905,中证500,CSI 500,中航重机,Avic Heavy Machinery Co Ltd,上海证券交易所,Shanghai  Exchange,0.414,38.51,4.42,43152939778.0,1120564522.9291093,9763108547.058825
600988,2022-08-31,000905,中证500,CSI 500,赤峰黄金,"Chifeng Jilong Gold Mining Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.412,39.08,6.1,32113489595.0,821737195.368475,5264506490.983607
519,2022-08-31,000905,中证500,CSI 500,中兵红箭,"NORTH INDUSTRIES GROUP RED ARROW CO.,LTD",深圳证券交易所,Shenzhen  Exchange,0.406,29.77,4.32,41776769460.0,1403317751.4276118,9670548486.11111
300285,2022-08-31,000905,中证500,CSI 500,国瓷材料,"Shandong Sinocera Functional Material Co., Ltd",深圳证券交易所,Shenzhen  Exchange,0.405,37.99,5.31,30606177206.0,805637725.8752303,5763875180.037665
2028,2022-08-31,000905,中证500,CSI 500,思源电气,"Siyuan Electric Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.398,32.65,3.55,30894505398.0,946232937.151608,8702677576.90141
629,2022-08-31,000905,中证500,CSI 500,攀钢钒钛,"Pangang Group Vanadium Titanium & Resources Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.392,22.29,5.53,47832825683.0,2145932062.943024,8649697230.198915
601108,2022-08-31,000905,中证500,CSI 500,财通证券,"CAITONG SECURITIES CO.,LTD.",上海证券交易所,Shanghai  Exchange,0.392,27.35,1.09,34595797380.0,1264928606.215722,31739263651.376144
600392,2022-08-31,000905,中证500,CSI 500,盛和资源,"Shenghe Resources Holding Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.386,11.07,3.13,29815579956.0,2693367656.3685637,9525744394.88818
601872,2022-08-31,000905,中证500,CSI 500,招商轮船,"China Merchants Energy Shipping Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.386,10.17,1.98,58781853057.0,5779926554.277287,29687804574.242424
600298,2022-08-31,000905,中证500,CSI 500,安琪酵母,Angel Yeast Co Ltd,上海证券交易所,Shanghai  Exchange,0.386,29.94,4.67,39989864434.0,1335666814.762859,8563140135.760172
600499,2022-08-31,000905,中证500,CSI 500,科达制造,"Keda Industrial Group Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.382,8.19,4.04,34740327334.0,4241798209.2796097,8599090924.257425
600563,2022-08-31,000905,中证500,CSI 500,法拉电子,"Xiamen Faratronic Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.381,47.46,11.7,41013000000.0,864159292.0353982,3505384615.3846154
688777,2022-08-31,000905,中证500,CSI 500,中控技术,"Zhejiang Supcon Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.377,59.58,7.96,37361089600.0,627074347.096341,4693604221.105528
300699,2022-08-31,000905,中证500,CSI 500,光威复材,"Weihai Guangwei Composites Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.375,40.04,9.18,40483135000.0,1011067307.6923077,4409927559.912854
2625,2022-08-31,000905,中证500,CSI 500,光启技术,"Kuang-Chi Technologies Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.374,108.77,4.7,39170407331.0,360121424.39091665,8334129219.361702
603077,2022-08-31,000905,中证500,CSI 500,和邦生物,"Sichuan Hebang Biotechnology Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.37,6.27,1.87,33028875853.0,5267763293.939394,17662500456.14973
603345,2022-08-31,000905,中证500,CSI 500,安井食品,"FU JIAN ANJOY FOODS CO., LTD.",上海证券交易所,Shanghai  Exchange,0.362,49.48,4.08,44874017496.0,906912237.1867422,10998533700.0
603605,2022-08-31,000905,中证500,CSI 500,珀莱雅,"Proya Cosmetics Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.358,74.73,15.26,44379423841.0,593863560.0294393,2908219124.57405
600348,2022-08-31,000905,中证500,CSI 500,华阳股份,"Shan Xi Hua Yang Group New Energy Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.357,6.94,2.1,46151950000.0,6650136887.608068,21977119047.619045
601077,2022-08-31,000905,中证500,CSI 500,渝农商行,"Chongqing Rural Commercial Bank Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.352,3.2,0.39,40771630000.0,12741134375.0,104542641025.64102
783,2022-08-31,000905,中证500,CSI 500,长江证券,Changjiang Securities Company Limited,深圳证券交易所,Shenzhen  Exchange,0.35,19.66,1.07,31354858906.0,1594855488.6063073,29303606454.205605
600875,2022-08-31,000905,中证500,CSI 500,东方电气,Dongfang Electric Corporation Limited,上海证券交易所,Shanghai  Exchange,0.348,17.72,1.91,62875165188.0,3548259886.455982,32918934653.40314
300037,2022-08-31,000905,中证500,CSI 500,新宙邦,Shenzhen Capchem Technology Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.347,15.13,4.02,30388485172.0,2008492080.10575,7559324669.651742
600549,2022-08-31,000905,中证500,CSI 500,厦门钨业,Xiamen Tungsten Co Ltd,上海证券交易所,Shanghai  Exchange,0.342,19.5,3.56,35418926224.0,1816355190.974359,9949136579.77528
2185,2022-08-31,000905,中证500,CSI 500,华天科技,Tianshui Huatian Technology Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.342,30.05,2.01,30891232007.0,1027994409.5507487,15368772142.786072
2422,2022-08-31,000905,中证500,CSI 500,科伦药业,Sichuan Kelun Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.341,17.85,2.21,30987851924.0,1736014113.3893557,14021652454.298643
601128,2022-08-31,000905,中证500,CSI 500,常熟银行,"Jiangsu Changshu Rural Commercial Bank Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.34,8.88,1.03,21323859097.0,2401335483.896396,20702775822.330097
630,2022-08-31,000905,中证500,CSI 500,铜陵有色,Tongling Nonferrous Metals Group Co. Ltd,深圳证券交易所,Shenzhen  Exchange,0.34,10.92,1.26,30421681260.0,2785868247.252747,24144191476.190475
688099,2022-08-31,000905,中证500,CSI 500,晶晨股份,"Amlogic (Shanghai) Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.338,29.85,7.63,34912310400.0,1169591638.1909547,4575663224.1153345
988,2022-08-31,000905,中证500,CSI 500,华工科技,Huagong Tech Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.338,18.89,2.7,21276437280.0,1126333365.8020117,7880161955.555555
600160,2022-08-31,000905,中证500,CSI 500,巨化股份,Zhejiang Ju Hua Co Ltd,上海证券交易所,Shanghai  Exchange,0.337,22.15,3.02,42224028707.0,1906276691.0609481,13981466459.271523
600486,2022-08-31,000905,中证500,CSI 500,扬农化工,Jiangsu Yangnong Chemical Co Ltd,上海证券交易所,Shanghai  Exchange,0.336,11.57,4.24,35058863349.0,3030152407.000864,8268599846.462264
601162,2022-08-31,000905,中证500,CSI 500,天风证券,"TIANFENG SECURITIES CO., LTD.",上海证券交易所,Shanghai  Exchange,0.335,251.55,1.04,25997272392.0,103348329.92248061,24997377300.0
601696,2022-08-31,000905,中证500,CSI 500,中银证券,"BOC International (China) Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.331,32.73,2.11,33974940000.0,1038036663.6113658,16101867298.5782
2797,2022-08-31,000905,中证500,CSI 500,第一创业,"First Capital Securities Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.329,43.6,1.72,25046304000.0,574456513.7614678,14561804651.16279
603456,2022-08-31,000905,中证500,CSI 500,九洲药业,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.327,35.85,6.91,33555575361.0,935999312.7196653,4856089053.690304
600039,2022-08-31,000905,中证500,CSI 500,四川路桥,Sichuan Road&Bridge Co Ltd,上海证券交易所,Shanghai  Exchange,0.326,7.12,1.82,52133641196.0,7322140617.41573,28644857800.0
601168,2022-08-31,000905,中证500,CSI 500,西部矿业,Western Mining Co Ltd,上海证券交易所,Shanghai  Exchange,0.323,7.81,1.76,25188310000.0,3225135723.431498,14311539772.727272
2624,2022-08-31,000905,中证500,CSI 500,完美世界,"Perfect World Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.319,12.59,3.19,28633933643.0,2274339447.4185863,8976154747.021944
300363,2022-08-31,000905,中证500,CSI 500,博腾股份,Porton Fine Chemicals Ltd.,深圳证券交易所,Shenzhen  Exchange,0.317,13.11,6.2,31776801888.0,2423859793.1350117,5125290627.096774
2268,2022-08-31,000905,中证500,CSI 500,卫士通,Westone Information Industry Inc,深圳证券交易所,Shenzhen  Exchange,0.316,1439.41,5.69,28472206457.0,19780470.093302116,5003902716.52021
300144,2022-08-31,000905,中证500,CSI 500,宋城演艺,"SONGCHENG PERFORMANCE DEVELOPMENT CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.316,-541.12,4.21,31507063182.0,-58225648.99098167,7483862988.598575
600026,2022-08-31,000905,中证500,CSI 500,中远海能,"COSCO SHIPPING Energy Transportation Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.312,228.26,2.46,72515801204.0,317689482.1869798,29477967969.10569
2353,2022-08-31,000905,中证500,CSI 500,杰瑞股份,Yantai Jereh Oilfield Services Group Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.31,19.87,2.43,39055020346.0,1965526942.4257674,16072024833.744854
600862,2022-08-31,000905,中证500,CSI 500,中航高科,"Avic Aviation High-Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.309,34.21,6.33,32555557631.0,951638632.8851212,5143058077.567141
600143,2022-08-31,000905,中证500,CSI 500,金发科技,Kingfa Sci&Tech Co Ltd,上海证券交易所,Shanghai  Exchange,0.308,17.45,1.83,28001011092.0,1604642469.4555874,15301098957.377048
2078,2022-08-31,000905,中证500,CSI 500,太阳纸业,Shan Dong Sun Paper Industry Joint Stock Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.307,9.63,1.54,31975419607.0,3320396636.2409134,20763259485.064934
600109,2022-08-31,000905,中证500,CSI 500,国金证券,Sinolink Securities Co. Ltd.,上海证券交易所,Shanghai  Exchange,0.307,29.19,1.04,31694297728.0,1085793001.9869819,30475286276.923077
600497,2022-08-31,000905,中证500,CSI 500,驰宏锌锗,Yunnan Chihong Zinc&Germanium Co Ltd,上海证券交易所,Shanghai  Exchange,0.306,13.09,1.74,26627454901.0,2034182956.5317037,15303135000.574713
728,2022-08-31,000905,中证500,CSI 500,国元证券,Guoyuan Securities Company Limited,深圳证券交易所,Shenzhen  Exchange,0.305,21.08,0.98,31550114152.0,1496684732.0683112,32193994032.65306
688390,2022-08-31,000905,中证500,CSI 500,固德威,"Jiangsu GoodWe Power Supply Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.305,339.95,22.79,37136176000.0,109240111.78114429,1629494339.6226416
603939,2022-08-31,000905,中证500,CSI 500,益丰药房,"Yifeng Pharmacy Chain Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.305,32.58,4.79,37561730587.0,1152907630.04911,7841697408.559499
601607,2022-08-31,000905,中证500,CSI 500,上海医药,"Shanghai Pharmaceuticals Holding Co.,Ltd",上海证券交易所,Shanghai  Exchange,0.305,8.75,1.01,64687250565.0,7392828636.0,64046782737.623764
975,2022-08-31,000905,中证500,CSI 500,银泰黄金,"Yintai Gold Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.304,27.55,3.01,31182591036.0,1131854484.0653358,10359664796.01329
