代码,序号,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
300939,1406,秋田微,35.26,2.2,0.76,12706.0,44606057.59,3.07,35.56,34.5,34.72,34.5,0.73,1.93,28.73,3.53,4231200000.0,2323351920.0,0.26,0.28,22.35,7.24
16,1407,深康佳Ａ,5.57,2.2,0.12,102749.0,56868212.4,2.75,5.59,5.44,5.47,5.45,0.49,0.64,38.8,1.44,13412255923.0,8892882646.0,-0.18,0.0,-2.45,-14.31
96,1408,广聚能源,8.82,2.2,0.19,17946.0,15670208.76,2.67,8.83,8.6,8.63,8.63,0.48,0.35,65.96,1.82,4656960000.0,4505679360.0,0.11,0.11,-19.3,8.49
603863,1409,松炀资源,10.22,2.2,0.22,23729.0,24123428.0,3.6,10.32,9.96,10.01,10.0,0.81,1.16,-19.11,1.87,2091523000.0,2091523000.0,-0.1,0.1,28.72,11.94
688060,1410,云涌科技,44.14,2.2,0.95,2484.0,10960253.0,3.15,44.67,43.31,43.57,43.19,0.77,0.95,154.03,2.77,2648400000.0,1158675000.0,-0.36,0.05,-7.64,-39.53
300309,1411,*ST吉艾,1.86,2.2,0.04,375964.0,70797674.6,7.14,1.94,1.81,1.81,1.82,0.93,4.49,-3.68,-1.62,1648190203.0,1557595095.0,-0.53,-0.53,0.0,-43.98
300749,1412,顶固集创,7.91,2.2,0.17,29971.0,23556331.4,2.07,7.91,7.75,7.76,7.74,1.01,1.92,30.63,2.24,1632272401.0,1231751924.0,0.0,0.13,12.36,-18.37
300151,1413,昌红科技,17.22,2.2,0.37,59476.0,100960587.65,3.8,17.3,16.66,17.06,16.85,0.96,1.87,61.6,8.13,8653184350.0,5476435083.0,-0.29,-0.12,4.81,-57.71
603536,1414,惠发食品,7.45,2.19,0.16,137296.0,101293711.0,4.53,7.51,7.18,7.3,7.29,1.29,5.77,-16.62,3.37,1823153570.0,1772244740.0,0.13,0.0,11.86,-3.12
300899,1415,上海凯鑫,22.82,2.19,0.49,5750.0,12994267.0,2.69,22.87,22.27,22.33,22.33,1.16,1.81,68.61,2.26,1455538694.0,726079960.0,0.09,0.48,5.5,-26.1
700,1416,模塑科技,5.59,2.19,0.12,159309.0,88579167.51,3.11,5.63,5.46,5.5,5.47,0.69,1.74,10.0,1.96,5126605770.0,5126605770.0,0.0,0.18,16.7,9.61
301131,1417,聚赛龙,41.52,2.19,0.89,6652.0,27445915.86,2.34,41.59,40.64,40.64,40.63,0.62,5.57,54.49,2.61,1983825600.0,496253351.0,0.24,0.24,-15.95,40.75
600467,1418,好当家,2.8,2.19,0.06,312426.0,86722173.0,2.92,2.8,2.72,2.74,2.74,1.0,2.14,60.04,1.22,4090784051.0,4090784051.0,0.0,0.0,5.66,-1.41
300188,1419,美亚柏科,12.6,2.19,0.27,37491.0,46963311.62,2.92,12.67,12.31,12.33,12.33,0.92,0.52,-44.9,3.13,10127965793.0,9131797962.0,0.08,0.08,-2.17,-26.19
688379,1420,华光新材,17.27,2.19,0.37,8241.0,14123839.0,2.9,17.29,16.8,17.12,16.9,0.69,1.8,76.45,1.68,1519760000.0,792174900.0,0.12,0.29,7.2,-20.92
300956,1421,英力股份,16.34,2.19,0.35,9125.0,14806876.87,2.13,16.37,16.03,16.15,15.99,0.7,1.6,33.26,1.95,2156880000.0,931445066.0,0.31,0.25,-6.09,-23.54
688171,1422,纬德信息,22.01,2.18,0.47,5829.0,12771554.0,3.02,22.12,21.47,21.79,21.54,0.98,2.93,50.59,2.28,1843852534.0,437916022.0,-0.05,0.0,-6.06,-22.72
1696,1423,宗申动力,7.03,2.18,0.15,314863.0,218167990.58,6.25,7.09,6.66,6.86,6.88,1.52,3.58,15.34,1.75,8049539248.0,6181042957.0,-0.14,0.29,18.15,0.14
603035,1424,常熟汽饰,19.22,2.18,0.41,59795.0,113910785.0,6.27,19.48,18.3,18.67,18.81,0.66,1.57,18.22,1.69,7304194532.0,7304194532.0,0.1,0.05,23.6,10.65
300352,1425,北信源,4.22,2.18,0.09,124963.0,52403685.31,2.18,4.23,4.14,4.15,4.13,0.9,1.04,-67.27,3.61,6118257647.0,5077123673.0,0.24,0.24,-6.01,-30.82
600560,1426,金自天正,10.32,2.18,0.22,44245.0,45527549.0,2.38,10.37,10.13,10.19,10.1,0.8,1.98,44.11,2.71,2308021560.0,2308021560.0,-0.29,-0.19,4.88,5.31
603192,1427,汇得科技,21.58,2.18,0.46,12715.0,27263847.0,2.84,21.68,21.08,21.12,21.12,0.61,0.92,34.93,2.18,2992426674.0,2992426674.0,0.19,0.42,-2.79,-48.55
605180,1428,华生科技,16.42,2.18,0.35,6144.0,10013426.0,2.43,16.47,16.08,16.12,16.07,0.95,1.64,27.68,1.97,2134600000.0,613697500.0,-0.06,-0.12,-10.71,-37.76
603309,1429,维力医疗,18.3,2.18,0.39,41456.0,75013757.0,4.41,18.4,17.61,17.89,17.91,0.71,1.43,32.62,3.31,5369626589.0,5300269589.0,0.0,-0.44,30.9,16.56
300384,1430,三联虹普,18.77,2.18,0.4,17479.0,32723116.76,2.78,18.92,18.41,18.46,18.37,0.44,0.8,25.28,2.75,5980092625.0,4121934664.0,0.0,-0.11,4.34,-21.43
300975,1431,商络电子,7.51,2.18,0.16,25019.0,18672988.11,2.18,7.52,7.36,7.4,7.35,0.6,0.83,25.76,2.9,4731300000.0,2270404050.0,0.13,0.0,-9.3,-35.26
300552,1432,万集科技,21.13,2.18,0.45,25530.0,53471492.0,3.77,21.28,20.5,20.66,20.68,1.12,2.03,-27.04,1.71,4503502657.0,2659286462.0,0.28,0.09,-4.82,-47.5
428,1433,华天酒店,4.23,2.17,0.09,265329.0,110759559.66,4.83,4.25,4.05,4.12,4.14,0.79,2.6,-17.53,2.17,4310056980.0,4309872975.0,0.0,0.24,7.36,34.29
300816,1434,艾可蓝,25.86,2.17,0.55,8432.0,21543394.0,2.88,25.9,25.17,25.3,25.31,0.82,2.16,45.41,2.47,2073273780.0,1010879942.0,0.39,0.19,-9.36,-49.63
835185,1435,贝特瑞,60.7,2.17,1.29,5231.0,31121729.53,3.16,60.7,58.82,59.98,59.41,1.21,0.07,24.07,5.21,44194408958.0,43473571753.0,1.81,1.81,-19.57,-38.34
301051,1436,信濠光电,58.39,2.17,1.24,2822.0,16397146.24,2.36,58.61,57.26,57.39,57.15,0.53,0.6,-49.02,1.73,4671200000.0,2745264240.0,0.02,0.24,-7.32,-50.99
2347,1437,泰尔股份,4.71,2.17,0.1,101917.0,47806424.0,3.25,4.75,4.6,4.61,4.61,0.84,2.72,-209.15,1.85,2377147720.0,1763695291.0,0.0,0.21,15.72,-7.47
300343,1438,联创股份,13.19,2.17,0.28,232305.0,304924364.54,2.63,13.28,12.94,13.0,12.91,0.83,2.5,11.15,9.7,15016598552.0,12262146535.0,0.0,-0.15,-8.66,-22.5
301001,1439,凯淳股份,22.63,2.17,0.48,13556.0,30621170.24,3.3,22.89,22.16,22.16,22.15,0.91,3.94,-62.29,2.24,1810400000.0,778472000.0,0.0,-0.13,-14.12,-29.74
300880,1440,迦南智能,16.04,2.17,0.34,11132.0,17695577.4,3.06,16.08,15.6,15.98,15.7,0.56,1.32,28.32,4.15,3080295936.0,1347629472.0,-0.06,0.12,12.32,-21.1
300164,1441,通源石油,4.72,2.16,0.1,255234.0,119217917.0,4.33,4.75,4.55,4.59,4.62,0.68,5.63,106.15,2.38,2568913803.0,2141005013.0,0.0,0.21,-14.49,-21.2
2348,1442,高乐股份,2.36,2.16,0.05,220988.0,51903727.4,3.46,2.38,2.3,2.3,2.31,0.97,2.49,-19.53,3.73,2235392000.0,2097984231.0,-0.42,-0.42,20.41,8.26
610,1443,西安旅游,9.44,2.16,0.2,94679.0,88043767.4,4.22,9.48,9.09,9.28,9.24,0.84,4.02,-23.02,2.9,2234900185.0,2222382679.0,0.0,0.11,8.63,14.15
301121,1444,紫建电子,74.58,2.16,1.58,15465.0,115680904.83,5.1,75.97,72.25,72.99,73.0,0.77,9.21,63.12,3.25,5280501463.0,1251980725.0,-0.01,0.21,22.12,22.12
688027,1445,国盾量子,102.01,2.16,2.16,6546.0,66651900.0,4.52,103.54,99.03,99.86,99.85,1.34,1.39,-90.16,4.95,8180418563.0,4788586063.0,0.03,0.03,3.53,-41.17
605080,1446,浙江自然,61.88,2.16,1.31,2202.0,13577828.0,2.89,62.32,60.57,60.57,60.57,0.92,0.65,17.95,3.58,6257528368.0,2080628368.0,-0.06,-0.05,-2.15,-16.77
1317,1447,三羊马,41.1,2.16,0.87,11064.0,45256599.69,3.11,41.49,40.24,40.3,40.23,1.63,5.53,106.04,4.13,3289644000.0,822411000.0,-0.02,0.17,-18.21,-51.84
300614,1448,百川畅银,26.0,2.16,0.55,10218.0,26558098.0,4.24,26.5,25.42,25.5,25.45,0.81,1.15,48.53,2.78,4171296194.0,2314105690.0,-0.19,-0.08,-0.91,-45.75
2971,1449,和远气体,20.81,2.16,0.44,19097.0,39435886.87,3.19,20.93,20.28,20.37,20.37,0.6,1.82,41.16,2.85,3329600000.0,2188046369.0,0.24,0.24,-7.59,-11.22
603656,1450,泰禾智能,12.31,2.16,0.26,20831.0,25505096.0,3.98,12.38,11.9,12.05,12.05,0.95,1.38,66.93,1.95,1883437386.0,1855629096.0,0.0,0.16,9.62,-0.24
300305,1451,裕兴股份,13.74,2.16,0.29,32570.0,44531933.22,3.79,13.89,13.38,13.64,13.45,0.69,1.4,19.22,2.14,3967466220.0,3195859683.0,0.15,0.37,-12.04,-25.69
300433,1452,蓝思科技,10.9,2.16,0.23,308401.0,335785129.25,2.44,10.98,10.72,10.75,10.67,0.69,0.62,-88.95,1.31,54210931978.0,54070265440.0,-0.09,-0.09,7.28,-52.36
688247,1453,宣泰医药,11.85,2.16,0.25,64520.0,76206501.0,4.4,12.08,11.57,11.6,11.6,0.58,15.77,66.81,4.78,5372079000.0,484782552.0,0.0,-0.08,26.47,26.47
603887,1454,城地香江,7.11,2.16,0.15,37921.0,26743349.0,2.73,7.12,6.93,6.95,6.96,0.88,0.89,146.56,1.03,3204833062.0,3043283965.0,0.14,0.28,-9.43,-12.44
301112,1455,信邦智能,35.57,2.15,0.75,14520.0,51311591.52,2.81,35.68,34.7,34.82,34.82,0.94,5.53,56.22,3.26,3922182962.0,934153781.0,-0.17,0.03,29.2,29.2
300341,1456,麦克奥迪,9.02,2.15,0.19,47849.0,42691997.72,4.08,9.06,8.7,8.88,8.83,0.66,0.93,21.28,3.4,4630806989.0,4626963116.0,0.22,0.0,2.27,-22.11
300972,1457,万辰生物,12.84,2.15,0.27,45227.0,57782667.42,2.94,12.94,12.57,12.66,12.57,0.84,6.05,555.06,3.17,1970940000.0,960637440.0,-0.16,-0.08,0.71,-17.85
2859,1458,洁美科技,25.21,2.15,0.53,23648.0,59475488.7,4.05,25.58,24.58,24.81,24.68,0.78,0.59,47.17,4.86,10336637149.0,10068609421.0,-0.12,-0.04,2.35,-31.86
688367,1459,工大高科,17.6,2.15,0.37,8198.0,14368679.0,3.66,17.77,17.14,17.35,17.23,1.1,1.27,49.58,2.9,1526852800.0,1139715984.0,-0.06,0.0,-13.73,-28.95
600847,1460,万里股份,20.0,2.15,0.42,12622.0,25114464.0,3.93,20.17,19.4,20.09,19.58,0.67,0.82,-80.8,4.43,3065748000.0,3065748000.0,0.1,0.1,27.06,17.16
688280,1461,精进电动-UW,10.01,2.14,0.21,18327.0,18301852.0,2.86,10.11,9.83,9.88,9.8,0.75,1.75,-16.24,3.24,5908118887.0,1048688141.0,-0.3,-0.4,-19.27,-34.36
2224,1462,三 力 士,5.25,2.14,0.11,388762.0,204819219.84,7.78,5.49,5.09,5.1,5.14,3.23,7.16,31.26,1.57,3830366038.0,2849426743.0,0.0,0.0,16.41,-0.38
301189,1463,奥尼电子,32.94,2.14,0.69,4558.0,14898487.74,1.98,32.94,32.3,32.3,32.25,1.08,1.52,54.08,1.66,3784689557.0,988200000.0,0.0,0.06,3.1,-44.84
300276,1464,三丰智能,3.82,2.14,0.08,102076.0,38655686.52,2.14,3.82,3.74,3.76,3.74,0.65,1.08,98.28,2.2,5351984222.0,3602587947.0,0.53,0.26,4.95,-12.98
300259,1465,新天科技,3.82,2.14,0.08,74080.0,28035062.0,2.94,3.84,3.73,3.77,3.74,0.97,0.91,18.5,1.61,4468641791.0,3099808845.0,0.26,-0.26,9.14,-24.8
300137,1466,先河环保,5.73,2.14,0.12,58152.0,33304048.21,3.03,5.79,5.62,5.63,5.61,1.02,1.21,74.46,1.48,3124993077.0,2759514161.0,0.0,0.0,-0.35,-24.9
300886,1467,华业香料,24.85,2.14,0.52,4084.0,10071817.56,2.14,24.85,24.33,24.5,24.33,0.86,1.23,56.6,3.45,1852691750.0,823632128.0,0.0,0.16,-18.55,-17.96
688566,1468,吉贝尔,18.65,2.14,0.39,2078.0,3857124.0,1.81,18.69,18.36,18.38,18.26,0.32,0.26,41.4,2.17,3486460840.0,1505715210.0,-0.05,0.05,4.78,-17.4
301133,1469,金钟股份,25.35,2.14,0.53,8760.0,21983501.37,2.05,25.35,24.84,24.86,24.82,0.74,3.38,51.04,3.32,2689549216.0,656058000.0,0.04,0.56,1.48,-30.68
300429,1470,强力新材,9.1,2.13,0.19,33360.0,30117664.0,2.69,9.13,8.89,8.91,8.91,0.72,0.89,46.0,2.52,4688875064.0,3419009248.0,0.22,0.11,2.71,-24.54
301021,1471,英诺激光,35.47,2.13,0.74,69434.0,247370414.01,4.98,36.5,34.77,35.61,34.73,0.98,9.91,101.02,5.43,5378851059.0,2486272559.0,-0.06,-0.2,45.37,-14.92
601949,1472,中国出版,4.8,2.13,0.1,98748.0,47228212.0,2.34,4.81,4.7,4.72,4.7,1.18,0.54,22.83,1.14,8748000000.0,8748000000.0,0.0,0.0,0.63,-15.94
300400,1473,劲拓股份,15.4,2.12,0.32,24125.0,36857092.0,3.51,15.43,14.9,15.25,15.08,0.71,1.33,53.32,5.56,3736437320.0,2801570202.0,-0.19,-0.06,2.94,-31.28
2363,1474,隆基机械,6.74,2.12,0.14,97539.0,65352781.97,2.88,6.76,6.57,6.6,6.6,0.65,2.35,54.6,1.33,2804516029.0,2802210046.0,0.0,0.0,8.71,18.25
688090,1475,瑞松科技,35.65,2.12,0.74,5761.0,20518477.0,4.53,36.26,34.68,35.5,34.91,0.65,1.24,65.95,2.51,2401404962.0,1649557585.0,0.0,0.14,27.87,12.46
300507,1476,苏奥传感,7.23,2.12,0.15,102408.0,73629175.94,2.97,7.27,7.06,7.11,7.08,0.71,1.87,65.18,3.46,5722753998.0,3967664954.0,-0.14,0.0,4.93,-16.03
2112,1477,三变科技,12.05,2.12,0.25,494972.0,576521629.38,12.37,12.44,10.98,11.19,11.8,1.03,24.9,100.42,5.71,2429280000.0,2395574861.0,0.0,0.5,64.17,49.13
632,1478,三木集团,4.34,2.12,0.09,135151.0,58201233.71,2.35,4.35,4.25,4.26,4.25,1.47,2.9,99.79,1.41,2020354934.0,2019973170.0,0.0,0.0,5.34,18.58
17,1479,深中华A,4.34,2.12,0.09,77575.0,33472659.0,4.0,4.37,4.2,4.22,4.25,1.05,2.56,-806.56,321.83,2392850090.0,1314937575.0,0.0,0.23,30.72,21.57
300780,1480,德恩精工,14.95,2.12,0.31,20052.0,29780886.0,2.46,14.98,14.62,14.79,14.64,0.6,2.28,15.82,1.86,2192716500.0,1316806988.0,0.2,0.34,1.29,-4.35
688181,1481,八亿时空,42.45,2.12,0.88,6267.0,26556550.0,3.32,42.81,41.43,41.69,41.57,0.86,0.82,16.04,2.14,4095279444.0,3260837587.0,0.0,0.0,-1.28,-10.44
601702,1482,华峰铝业,17.85,2.12,0.37,75256.0,134226011.0,6.41,18.2,17.08,17.48,17.48,0.71,2.71,28.91,5.27,17823771210.0,4961050500.0,0.06,-0.06,60.09,45.83
300925,1483,法本信息,11.58,2.12,0.24,32223.0,37017925.24,2.47,11.6,11.32,11.34,11.34,0.84,1.62,30.78,3.32,4339449677.0,2303126178.0,-0.17,0.26,-2.93,-31.52
600768,1484,宁波富邦,10.14,2.11,0.21,14265.0,14405283.0,2.82,10.16,9.88,9.97,9.93,0.82,1.07,3166.0,6.13,1356196608.0,1356196608.0,0.1,0.3,9.03,7.19
605318,1485,法狮龙,16.91,2.11,0.35,8339.0,14006973.0,3.44,16.97,16.4,16.57,16.56,0.9,2.13,74.22,2.76,2184284180.0,662384180.0,-0.12,-0.18,19.08,13.19
601717,1486,郑煤机,14.02,2.11,0.29,166397.0,232514494.0,5.17,14.25,13.54,13.9,13.73,0.85,1.1,8.52,1.56,24948501253.0,21180903849.0,0.0,0.0,4.01,25.63
605259,1487,绿田机械,31.91,2.11,0.66,7954.0,25139427.0,4.13,32.17,30.88,31.78,31.25,0.57,2.07,13.51,2.05,2808080000.0,1223920814.0,0.6,0.38,20.46,-1.36
1336,1488,楚环科技,28.56,2.11,0.59,14559.0,41404636.48,3.18,28.88,27.99,28.11,27.97,0.68,7.25,31.25,3.2,2295467160.0,573870360.0,-0.1,-0.07,24.39,24.39
2580,1489,圣阳股份,10.18,2.11,0.21,435437.0,441932066.61,6.42,10.39,9.75,10.1,9.97,0.62,13.85,45.18,2.59,4620386349.0,3201022258.0,0.39,0.2,24.6,24.45
301302,1490,华如科技,58.68,2.11,1.21,8971.0,52256442.12,2.18,58.9,57.65,57.65,57.47,0.84,3.59,-82.73,2.82,6188979600.0,1467522369.0,0.0,-0.25,12.78,12.78
601929,1491,吉视传媒,1.94,2.11,0.04,442941.0,85515993.0,3.16,1.95,1.89,1.9,1.9,1.25,1.34,-32.78,0.92,6404466846.0,6404466846.0,0.52,0.52,-4.43,-13.78
600817,1492,宇通重工,9.7,2.11,0.2,21001.0,20223666.0,3.37,9.75,9.43,9.48,9.5,0.55,1.11,15.86,2.4,5297946359.0,1839960321.0,-0.21,0.0,6.83,-26.85
600319,1493,亚星化学,6.31,2.1,0.13,41275.0,25871608.0,3.24,6.36,6.16,6.18,6.18,0.61,1.31,40.99,4.38,2446446213.0,1991398140.0,-0.16,-0.16,5.87,13.69
2451,1494,摩恩电气,6.31,2.1,0.13,75205.0,46955983.0,3.07,6.31,6.12,6.18,6.18,0.69,1.71,267.7,3.8,2771352000.0,2771030190.0,0.0,0.16,4.64,-12.48
957,1495,中通客车,16.99,2.1,0.35,577327.0,961332571.51,5.11,17.1,16.25,16.54,16.64,0.84,9.74,229.67,3.89,10073437873.0,10073247041.0,-0.06,0.3,7.53,199.65
300907,1496,康平科技,20.9,2.1,0.43,7809.0,16220942.06,4.45,21.07,20.16,20.35,20.47,0.43,2.11,51.81,2.74,2006400000.0,772464000.0,-0.19,-0.05,7.73,-29.68
2961,1497,瑞达期货,16.04,2.1,0.33,37186.0,59662484.38,3.06,16.2,15.72,15.72,15.71,1.34,3.42,19.06,3.11,7138233625.0,1743660825.0,0.31,0.25,-6.53,-34.02
600037,1498,歌华有线,8.27,2.1,0.17,131248.0,108204666.0,2.84,8.32,8.09,8.1,8.1,0.96,0.94,111.14,0.9,11510003101.0,11510003101.0,0.0,0.0,-12.21,-4.17
300207,1499,欣旺达,27.26,2.1,0.56,232965.0,625059585.56,4.16,27.33,26.22,26.96,26.7,0.7,1.49,62.97,3.13,46849762643.0,42743353180.0,0.0,0.33,-10.09,-35.23
2362,1500,汉王科技,13.63,2.1,0.28,31364.0,42540962.32,2.4,13.67,13.35,13.35,13.35,0.96,1.52,-36.54,2.24,3331916825.0,2820023774.0,0.07,0.07,4.28,-20.89
766,1501,通化金马,4.87,2.1,0.1,61354.0,29624545.61,2.31,4.88,4.77,4.77,4.77,1.31,0.73,312.54,2.03,4706829223.0,4085756794.0,0.21,0.21,-0.61,2.53
758,1502,中色股份,4.87,2.1,0.1,274582.0,133953734.12,3.56,4.95,4.78,4.79,4.77,0.83,1.39,18.65,1.94,9590872925.0,9590632688.0,-0.2,0.0,-4.32,-10.81
2104,1503,恒宝股份,8.28,2.1,0.17,199867.0,164830672.57,2.22,8.31,8.13,8.13,8.11,0.91,3.39,83.93,3.06,5784311985.0,4883130240.0,0.0,0.24,2.6,21.94
2439,1504,启明星辰,19.0,2.1,0.39,50664.0,95779645.14,2.69,19.09,18.59,18.62,18.61,0.85,0.7,-36.2,2.76,18099467222.0,13763838184.0,-0.05,0.0,-7.9,-33.36
300494,1505,盛天网络,15.59,2.1,0.32,139116.0,216391709.79,5.44,15.88,15.05,15.16,15.27,0.71,6.58,18.18,2.99,4235266673.0,3294998337.0,0.26,0.0,9.63,-21.66
688229,1506,博睿数据,36.55,2.09,0.75,2213.0,8073570.0,3.55,36.93,35.66,35.8,35.8,0.73,1.05,-16.62,2.22,1622820000.0,769846071.0,-0.03,-0.16,-16.55,-33.67
3005,1507,竞业达,17.06,2.09,0.35,10549.0,17922608.16,2.57,17.15,16.72,16.87,16.71,0.55,2.07,40.42,1.7,2531704000.0,870807057.0,0.0,-0.12,-0.87,-22.24
2647,1508,仁东控股,6.34,2.09,0.13,156870.0,99711748.0,3.86,6.45,6.21,6.21,6.21,1.07,2.8,-33.57,11.98,3549998361.0,3549998361.0,-0.16,-0.16,-6.21,-34.37
600854,1509,春兰股份,5.38,2.09,0.11,96276.0,51446437.0,2.66,5.39,5.25,5.29,5.27,0.74,1.85,16.0,1.29,2794686934.0,2794686934.0,0.0,0.0,-2.54,-11.37
300906,1510,日月明,24.47,2.09,0.5,3227.0,7859530.0,2.71,24.55,23.9,24.3,23.97,0.97,1.0,43.21,2.4,1957600000.0,788674242.0,-0.04,0.2,3.07,-22.54
301213,1511,观想科技,41.6,2.09,0.85,8390.0,34654665.22,2.72,41.66,40.55,40.7,40.75,1.28,4.19,362.27,4.18,3327999958.0,832000000.0,0.02,0.05,-8.07,-35.2
688203,1512,海正生材,17.62,2.09,0.36,21012.0,36426865.0,4.29,17.76,17.02,17.5,17.26,0.66,4.55,83.59,2.5,3571187558.0,814170371.0,-0.11,0.11,5.64,5.64
603778,1513,乾景园林,3.43,2.08,0.07,204765.0,69934728.0,3.57,3.46,3.34,3.35,3.36,1.22,3.19,-79.97,1.87,2204999997.0,2204999997.0,0.0,0.0,-27.18,-26.39
300022,1514,吉峰科技,4.9,2.08,0.1,117268.0,57096337.7,2.92,4.92,4.78,4.8,4.8,1.51,3.37,184.5,21.81,1863177862.0,1705740161.0,0.0,0.0,0.2,-4.11
2598,1515,山东章鼓,10.31,2.08,0.21,115355.0,117547601.89,5.05,10.39,9.88,10.07,10.1,0.4,4.24,25.52,3.17,3216720000.0,2806392836.0,-0.1,-0.1,1.08,-2.55
2878,1516,元隆雅图,19.16,2.08,0.39,61290.0,117281818.4,3.25,19.38,18.77,18.94,18.77,0.79,3.17,12.25,4.21,4275953314.0,3705219353.0,-0.05,-0.1,7.4,-0.93
301079,1517,邵阳液压,22.6,2.08,0.46,5397.0,12111940.8,2.39,22.63,22.1,22.15,22.14,0.96,2.86,47.04,4.21,1895989348.0,426597623.0,-0.04,-0.04,-6.73,-28.59
600310,1518,桂东电力,3.44,2.08,0.07,199363.0,68810167.0,5.34,3.54,3.36,3.37,3.37,0.89,1.64,-63.44,1.64,5042044884.0,4180735200.0,0.0,0.29,-5.75,-27.88
600469,1519,风神股份,5.41,2.08,0.11,88985.0,47912710.0,3.4,5.48,5.3,5.3,5.3,0.48,1.58,181.78,1.45,3955452165.0,3042655531.0,0.19,-0.18,0.0,8.85
688373,1520,盟科药业-U,7.87,2.08,0.16,63043.0,49273608.0,3.24,7.92,7.67,7.67,7.71,1.13,5.31,-23.93,3.94,5156503361.0,934071876.0,0.13,0.13,-3.55,-3.55
3010,1521,若羽臣,15.75,2.07,0.32,15801.0,24788499.0,3.76,15.88,15.3,15.44,15.43,0.65,2.2,105.14,1.82,1916772480.0,1129003974.0,0.0,0.19,-7.08,-28.89
300995,1522,奇德新材,20.7,2.07,0.42,3786.0,7776115.87,2.56,20.73,20.21,20.31,20.28,0.78,1.3,64.99,2.74,1742112000.0,602577000.0,0.0,0.1,5.24,-24.65
2778,1523,中晟高科,12.82,2.07,0.26,30642.0,38951272.32,3.34,12.89,12.47,12.64,12.56,0.32,2.46,-108.51,2.96,1599337306.0,1599337306.0,-0.23,0.16,-5.04,-28.62
603121,1524,华培动力,6.91,2.07,0.14,19261.0,13170320.0,2.66,6.92,6.74,6.79,6.77,0.46,0.57,813.02,2.13,2376461633.0,2337695946.0,-0.14,0.14,1.62,-14.8
688122,1525,西部超导,105.14,2.07,2.13,35418.0,372476175.0,4.93,107.58,102.5,102.79,103.01,0.88,0.76,44.16,8.94,48789803695.0,48789803695.0,0.27,0.23,16.28,9.59
2045,1526,国光电器,12.84,2.07,0.26,769458.0,986575343.84,5.8,13.14,12.41,12.6,12.58,0.58,16.45,48.37,2.92,6014049443.0,6005729123.0,-0.08,-0.31,48.61,-14.4
300970,1527,华绿生物,18.79,2.06,0.38,36236.0,67652315.26,3.75,18.99,18.3,18.38,18.41,0.82,5.3,3388.36,1.53,2192793000.0,1284099130.0,0.0,0.11,1.51,-35.58
300844,1528,山水比德,26.72,2.06,0.54,3009.0,7982238.76,2.56,26.8,26.13,26.33,26.18,0.88,1.84,-15.96,1.89,1727180800.0,436070400.0,-0.3,-0.11,-1.26,-39.38
300130,1529,新国都,12.87,2.06,0.26,99832.0,128373169.51,2.62,13.0,12.67,12.77,12.61,1.17,2.71,16.63,2.29,6469729257.0,4746437171.0,0.0,0.0,-6.81,-12.33
2100,1530,天康生物,11.88,2.06,0.24,256827.0,304178602.93,4.47,12.07,11.55,11.64,11.64,0.77,1.9,-82.52,2.29,16088802468.0,16088802468.0,0.17,0.17,24.14,11.03
590,1531,启迪药业,8.42,2.06,0.17,15679.0,13142820.25,2.18,8.44,8.26,8.26,8.25,0.89,0.65,87.26,2.91,2016348068.0,2015547831.0,-0.12,-0.12,4.6,-14.78
688234,1532,天岳先进,91.66,2.06,1.85,25415.0,234593422.0,8.46,95.99,88.39,90.33,89.81,0.85,7.16,-270.36,7.36,39387314293.0,3254652372.0,-0.02,0.07,56.47,10.71
21,1533,深科技,12.39,2.06,0.25,147608.0,182053550.55,2.22,12.42,12.15,12.25,12.14,0.96,0.95,21.22,1.9,19335680215.0,19328380201.0,0.08,0.24,13.05,-21.03
300282,1534,ST三盛,3.47,2.06,0.07,100260.0,33986741.32,8.53,3.49,3.2,3.37,3.4,1.2,2.68,-7.44,0.87,1298843399.0,1298843399.0,0.29,0.87,11.58,-23.23
2358,1535,ST森源,3.47,2.06,0.07,90476.0,31008988.0,3.82,3.49,3.36,3.43,3.4,0.42,0.97,96.27,1.05,3226256710.0,3223161484.0,-0.29,-0.29,10.86,5.47
2288,1536,超华科技,5.95,2.06,0.12,118305.0,69818877.5,2.92,5.96,5.79,5.8,5.83,1.13,1.48,88.88,3.28,5543280277.0,4766926925.0,-0.17,-0.17,15.53,-26.54
300670,1537,大烨智能,7.44,2.06,0.15,15635.0,11547083.5,3.02,7.47,7.25,7.35,7.29,0.37,0.74,-28.43,2.53,2357888364.0,1578931576.0,0.27,0.4,4.2,-23.38
688248,1538,南网科技,46.13,2.06,0.93,70042.0,319759764.0,10.82,47.79,42.9,45.29,45.2,0.75,9.03,161.1,10.57,26049611000.0,3578152978.0,0.0,0.0,94.56,100.39
300717,1539,华信新材,14.89,2.06,0.3,18120.0,26753218.15,3.56,14.95,14.43,14.71,14.59,0.64,1.78,40.99,2.42,1530319750.0,1516597126.0,0.0,0.13,13.66,-3.31
2107,1540,沃华医药,5.96,2.05,0.12,23454.0,13892927.81,2.23,5.97,5.84,5.87,5.84,1.03,0.42,30.67,4.73,3440169216.0,3355595159.0,0.17,0.0,1.88,-16.53
