代码,序号,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
603031,1541,安孚科技,47.2,2.05,0.95,14871.0,69593974.0,3.44,47.54,45.95,46.54,46.25,0.63,1.33,65.6,9.88,5286400000.0,5286400000.0,-0.11,0.92,7.37,-7.97
300638,1542,广和通,21.88,2.05,0.44,48994.0,106780429.39,3.03,22.08,21.43,21.6,21.44,0.93,1.2,33.47,6.49,13641913348.0,8896832931.0,-0.05,-0.09,-7.13,-39.56
600025,1543,华能水电,7.47,2.05,0.15,436424.0,325725173.0,3.01,7.53,7.31,7.32,7.32,1.49,0.24,17.5,2.59,134460000000.0,134460000000.0,-0.13,-0.13,4.62,16.36
600830,1544,香溢融通,5.98,2.05,0.12,92855.0,55314332.0,2.9,6.01,5.84,5.87,5.86,1.18,2.04,115.51,1.29,2716850027.0,2716850027.0,0.0,0.0,-0.5,7.55
835508,1545,殷图网联,6.98,2.05,0.14,401.0,279000.98,2.49,7.0,6.83,6.89,6.84,1.28,0.15,-107.35,1.63,349000000.0,181741750.0,0.43,0.0,-8.76,-44.38
2699,1546,ST美盛,3.49,2.05,0.07,422577.0,146133278.04,3.22,3.5,3.39,3.41,3.42,0.65,4.65,26.27,1.55,3174408810.0,3174147060.0,0.0,0.0,-20.68,-45.72
609,1547,中迪投资,5.99,2.04,0.12,161721.0,97326959.71,4.43,6.13,5.87,6.0,5.87,0.92,5.54,-14.16,2.24,1792600477.0,1749613991.0,-0.83,-0.66,17.22,23.76
2746,1548,仙坛股份,9.99,2.04,0.2,116588.0,115580729.74,3.17,10.03,9.72,9.89,9.79,0.67,1.64,255.29,1.98,8596781883.0,7089665508.0,0.0,0.0,13.65,-3.85
300526,1549,*ST中潜,17.99,2.04,0.36,97770.0,170641718.04,7.26,18.08,16.8,17.4,17.63,0.91,4.79,-226.02,16.19,3674438934.0,3674085305.0,0.0,-0.06,129.76,-17.7
600719,1550,ST热电,5.0,2.04,0.1,16497.0,8177936.0,3.27,5.05,4.89,4.89,4.9,0.84,0.41,193.22,3.36,2022998000.0,2022998000.0,0.0,-0.4,-11.19,21.36
301186,1551,超达装备,32.02,2.04,0.64,3647.0,11603447.6,3.28,32.15,31.12,31.38,31.38,0.82,2.0,48.98,2.11,2329737480.0,582764000.0,0.0,0.34,-8.51,-28.11
600101,1552,明星电力,9.02,2.04,0.18,97529.0,88074173.0,3.28,9.14,8.85,8.85,8.84,0.81,2.31,24.06,1.48,3801322683.0,3801322683.0,0.0,0.11,-10.87,18.06
603045,1553,福达合金,17.07,2.03,0.34,32360.0,54817825.0,5.86,17.45,16.47,16.88,16.73,0.93,2.35,63.39,2.65,2349173400.0,2349173400.0,-0.06,-0.18,0.41,-0.52
2730,1554,电光科技,9.04,2.03,0.18,48742.0,43538865.0,4.63,9.08,8.67,8.87,8.86,1.02,1.41,49.24,2.3,3273202115.0,3128110115.0,-0.11,0.33,7.24,-23.65
300942,1555,易瑞生物,19.09,2.03,0.38,12371.0,23412424.72,2.24,19.14,18.72,18.72,18.71,0.67,1.15,25.27,7.48,7652417400.0,2047465955.0,0.0,-0.05,-15.46,-33.28
688588,1556,凌志软件,10.55,2.03,0.21,19996.0,20893294.0,2.61,10.57,10.3,10.35,10.34,1.11,0.79,36.81,3.38,4220105532.0,2678658293.0,0.09,0.19,-9.44,-27.79
2131,1557,利欧股份,2.01,2.03,0.04,1162100.0,233088537.09,3.05,2.03,1.97,1.98,1.97,1.2,1.99,7.11,1.06,13577156452.0,11727456322.0,0.0,0.0,12.92,-18.29
300830,1558,金现代,7.54,2.03,0.15,21178.0,15869097.0,2.84,7.55,7.34,7.42,7.39,0.54,0.88,-35.69,2.87,3243142500.0,1812804500.0,-0.13,0.0,0.53,-35.88
2295,1559,精艺股份,7.54,2.03,0.15,66563.0,49806933.1,3.79,7.57,7.29,7.41,7.39,0.51,2.66,33.43,1.45,1889644640.0,1886635833.0,0.0,0.13,16.54,7.1
688213,1560,思特威-W,49.27,2.03,0.98,5398.0,26358664.0,3.09,49.3,47.81,49.04,48.29,0.41,1.79,1980.46,5.14,19708492700.0,1484684246.0,0.04,0.51,2.82,56.36
2217,1561,合力泰,3.02,2.03,0.06,228725.0,68908635.82,3.04,3.04,2.95,2.95,2.96,0.91,0.74,-5.24,1.17,9411576984.0,9390053840.0,-0.33,0.0,-3.21,-13.47
2657,1562,中科金财,14.6,2.03,0.29,86525.0,125803083.3,3.0,14.68,14.25,14.25,14.31,0.83,2.91,-139.0,2.3,4928619616.0,4340929276.0,0.07,0.0,13.8,15.78
301006,1563,迈拓股份,17.13,2.03,0.34,8006.0,13603189.16,2.68,17.16,16.71,16.84,16.79,0.48,1.25,20.29,2.15,2385866400.0,1097522526.0,0.06,0.12,-4.62,-28.3
300304,1564,云意电气,5.04,2.02,0.1,53906.0,26945548.0,2.23,5.04,4.93,4.94,4.94,0.64,0.64,29.34,1.8,4385610523.0,4272642531.0,0.0,0.0,1.61,-26.64
600558,1565,大西洋,3.53,2.02,0.07,86405.0,30267753.0,3.18,3.54,3.43,3.46,3.46,0.63,0.96,41.9,1.46,3168545053.0,3168545053.0,0.28,0.0,4.75,-3.55
2234,1566,民和股份,17.17,2.02,0.34,93828.0,159566260.59,2.91,17.17,16.68,16.84,16.83,0.9,3.66,-10.08,2.12,5991646840.0,4400162579.0,0.12,0.12,9.43,0.06
605398,1567,新炬网络,23.24,2.02,0.46,7853.0,18137813.0,2.59,23.32,22.73,22.73,22.78,0.83,2.91,42.96,1.97,1935833714.0,627266680.0,0.09,0.09,0.22,-14.87
301083,1568,百胜智能,13.15,2.02,0.26,8531.0,11166911.9,2.17,13.17,12.89,12.93,12.89,0.82,2.1,39.05,3.11,2338946671.0,534014189.0,0.0,0.0,3.62,-23.37
300377,1569,赢时胜,8.1,2.02,0.16,57125.0,46024744.12,2.14,8.12,7.95,7.97,7.94,0.84,0.91,-44.23,2.14,6087612348.0,5097110522.0,0.12,0.12,-5.92,-33.99
600513,1570,联环药业,9.62,2.01,0.19,41920.0,40146851.0,2.33,9.65,9.43,9.47,9.43,1.14,1.47,21.04,2.32,2762341384.0,2746089317.0,-0.1,-0.21,-11.01,0.84
2529,1571,海源复材,18.23,2.01,0.36,65062.0,116895327.6,4.03,18.28,17.56,18.04,17.87,0.74,2.5,1678.51,6.32,4739800000.0,4739800000.0,0.0,0.16,-2.57,-40.72
300663,1572,科蓝软件,14.7,2.01,0.29,84625.0,123848259.96,3.12,14.8,14.35,14.41,14.41,0.82,2.2,-341.99,6.13,6794023097.0,5664900383.0,0.07,0.0,1.03,-30.69
2029,1573,七 匹 狼,5.58,2.01,0.11,74722.0,41706531.14,3.47,5.66,5.47,5.51,5.47,1.54,1.03,23.34,0.69,4216638600.0,4038260887.0,0.0,0.0,5.28,-9.71
2552,1574,宝鼎科技,15.22,2.01,0.3,28211.0,42612000.0,3.82,15.37,14.8,14.93,14.92,0.85,1.22,387.88,6.83,4660856184.0,3521056380.0,0.07,0.07,11.5,4.18
2185,1575,华天科技,9.64,2.01,0.19,363168.0,348952605.2,2.96,9.69,9.41,9.45,9.45,1.07,1.13,30.05,2.01,30891232007.0,30883178770.0,0.0,0.0,9.3,-23.91
600756,1576,浪潮软件,12.2,2.01,0.24,41841.0,50911401.0,1.92,12.23,12.0,12.04,11.96,0.98,1.29,-60.18,1.85,3954004787.0,3954004787.0,0.0,0.0,-10.88,-6.94
603828,1577,柯利达,3.56,2.01,0.07,95310.0,33989069.0,3.72,3.61,3.48,3.5,3.49,2.23,1.6,-37.4,1.85,2173238162.0,2121545065.0,-0.28,-0.56,6.91,-12.75
601599,1578,浙文影业,3.56,2.01,0.07,193780.0,68793763.0,2.87,3.59,3.49,3.5,3.49,1.04,2.17,29.33,3.22,4131531133.0,3178100872.0,0.0,-0.28,0.28,6.27
600023,1579,浙能电力,3.56,2.01,0.07,243842.0,86266645.0,2.29,3.56,3.48,3.48,3.49,1.01,0.18,59.93,0.75,47735088586.0,47735088586.0,0.28,0.0,0.85,-11.88
603677,1580,奇精机械,11.7,2.01,0.23,6819.0,7934913.0,2.18,11.74,11.49,11.49,11.47,0.53,0.35,29.13,2.22,2248072234.0,2248072234.0,0.0,0.0,7.73,-5.34
2795,1581,永和智控,8.14,2.01,0.16,24440.0,19698138.4,2.76,8.14,7.92,8.0,7.98,0.58,1.01,39.91,2.81,2514055036.0,1968471536.0,0.0,0.25,-0.49,-6.11
2510,1582,天汽模,4.07,2.01,0.08,164107.0,66081028.16,2.76,4.07,3.96,4.0,3.99,0.73,1.76,43.75,2.02,3832426778.0,3790565558.0,0.25,0.0,5.17,-10.35
688337,1583,普源精电-U,84.0,2.0,1.65,11171.0,94768307.0,6.62,86.78,81.33,83.37,82.35,0.87,4.4,178.44,4.12,10190002536.0,2130419004.0,0.0,-0.12,48.2,37.98
600165,1584,新日恒力,9.17,2.0,0.18,71717.0,65551756.0,6.01,9.28,8.74,8.74,8.99,0.78,1.05,352.49,8.1,6280384217.0,6280384217.0,0.0,0.0,-2.96,-31.72
600610,1585,中毅达,15.81,2.0,0.31,43529.0,68402942.0,2.97,15.91,15.45,15.55,15.5,0.93,0.97,199.58,97.02,16936851505.0,7093555307.0,-0.06,-0.13,-2.35,9.49
2663,1586,普邦股份,2.04,2.0,0.04,240313.0,49093487.0,2.5,2.06,2.01,2.03,2.0,1.01,1.93,-29.84,1.15,3663616522.0,2545663044.0,-0.49,-0.49,10.27,6.81
605058,1587,澳弘电子,20.41,2.0,0.4,6195.0,12550937.0,2.3,20.41,19.95,20.36,20.01,0.79,1.44,18.85,1.99,2917077820.0,876077820.0,0.2,0.2,11.84,-18.88
600833,1588,第一医药,10.21,2.0,0.2,79156.0,81104755.0,2.6,10.38,10.12,10.26,10.01,1.12,3.55,34.34,2.76,2277711603.0,2277711603.0,-0.1,0.1,10.74,10.02
3025,1589,思进智能,18.89,2.0,0.37,25347.0,47689719.1,2.48,19.02,18.56,18.56,18.52,0.89,3.54,20.67,3.28,3082691213.0,1350690423.0,0.0,0.21,-0.21,-17.37
603583,1590,捷昌驱动,29.69,1.99,0.58,25373.0,75574564.0,5.05,30.35,28.88,29.15,29.11,0.89,0.67,30.41,2.99,11407699185.0,11292863668.0,-0.03,-0.27,-9.98,-39.91
688230,1591,芯导科技,65.56,1.99,1.28,4378.0,28508378.0,3.03,65.65,63.7,63.8,64.28,0.9,2.24,40.15,2.6,5507040000.0,1282006525.0,0.02,0.46,-1.81,-35.5
603230,1592,内蒙新华,11.79,1.99,0.23,39674.0,46598175.0,3.37,11.87,11.48,11.49,11.56,0.75,4.49,16.87,1.92,4168036170.0,1042011990.0,0.0,0.17,-3.12,-54.32
300308,1593,中际旭创,29.23,1.99,0.57,140329.0,409381901.22,2.76,29.49,28.7,28.74,28.66,1.15,1.88,23.73,2.0,23374191523.0,21836083259.0,-0.03,-0.07,-12.69,-30.87
600965,1594,福成股份,7.21,1.98,0.14,63517.0,45360149.0,2.83,7.22,7.02,7.1,7.07,0.9,0.78,36.06,2.82,5902833886.0,5902833886.0,-0.14,0.14,8.58,13.19
300654,1595,世纪天鸿,10.31,1.98,0.2,19622.0,20106751.5,2.67,10.34,10.07,10.11,10.11,0.63,1.13,145.56,2.95,2184437230.0,1789911873.0,0.19,-0.1,23.62,9.22
3027,1596,同兴环保,17.54,1.98,0.34,6911.0,12037561.25,1.86,17.55,17.23,17.27,17.2,0.65,1.05,17.79,1.42,2322629260.0,1157771550.0,0.23,0.17,1.62,-27.4
300375,1597,鹏翎股份,4.13,1.98,0.08,80135.0,32811889.43,2.96,4.13,4.01,4.05,4.05,0.74,1.59,29.44,1.44,2745600884.0,2086138269.0,0.49,0.24,2.23,-5.49
2571,1598,德力股份,7.23,1.97,0.14,51739.0,36877865.0,3.24,7.23,7.0,7.1,7.09,0.65,1.73,412.7,1.96,2833803561.0,2156753739.0,0.0,0.28,10.55,4.33
600523,1599,贵航股份,23.24,1.97,0.45,34459.0,79989084.0,4.52,23.58,22.55,22.86,22.79,0.69,0.85,107.5,3.45,9396195077.0,9389996969.0,0.09,-0.04,-3.01,-4.24
300694,1600,蠡湖股份,10.33,1.97,0.2,21887.0,22431631.0,2.67,10.34,10.07,10.11,10.13,0.6,1.06,64.06,1.8,2224224372.0,2129636416.0,0.1,0.29,6.39,-2.91
603958,1601,哈森股份,7.24,1.97,0.14,17579.0,12581836.0,3.94,7.27,6.99,7.1,7.1,0.98,0.81,-11.06,1.81,1602646400.0,1573686400.0,0.0,-0.14,22.92,6.94
521,1602,长虹美菱,4.14,1.97,0.08,152341.0,62595048.17,1.97,4.14,4.06,4.08,4.06,0.85,1.74,35.31,0.88,4263884180.0,3625848469.0,0.24,0.24,9.23,14.36
601808,1603,中海油服,15.01,1.97,0.29,69132.0,103059489.0,3.74,15.05,14.5,14.65,14.72,0.67,0.23,32.48,1.87,71621595920.0,44436624680.0,-0.07,-0.07,-4.39,1.08
603608,1604,天创时尚,4.66,1.97,0.09,24828.0,11511144.0,1.97,4.66,4.57,4.61,4.57,1.07,0.59,-23.07,1.43,1955794027.0,1955794027.0,0.22,0.0,5.19,-28.53
603860,1605,中公高科,22.79,1.97,0.44,8197.0,18507830.0,2.42,22.79,22.25,22.34,22.35,2.06,1.23,-271.41,2.22,1519637200.0,1519637200.0,0.18,0.53,5.17,3.22
2300,1606,太阳电缆,7.77,1.97,0.15,84735.0,65552169.93,2.23,7.79,7.62,7.65,7.62,0.7,1.29,27.47,3.04,5102302590.0,5101910609.0,0.0,-0.13,13.76,-3.0
603116,1607,红蜻蜓,5.7,1.97,0.11,48295.0,27418300.0,2.86,5.76,5.6,5.6,5.59,1.53,0.84,78.06,1.02,3284344560.0,3284344560.0,0.0,0.0,12.65,-0.7
300758,1608,七彩化学,11.4,1.97,0.22,48095.0,54466917.05,2.68,11.45,11.15,11.26,11.18,0.57,1.53,91.06,2.91,4676706018.0,3575508369.0,0.35,0.26,11.44,-19.43
300599,1609,雄塑科技,8.3,1.97,0.16,18800.0,15505971.52,2.09,8.34,8.17,8.23,8.14,1.15,0.91,59.58,1.32,2972492006.0,1717558774.0,0.12,0.12,-6.95,-19.1
688067,1610,爱威科技,21.27,1.97,0.41,2123.0,4472918.0,4.55,21.6,20.65,21.5,20.86,0.73,0.53,60.53,3.08,1446360000.0,854355110.0,0.28,0.28,-0.93,-22.68
688082,1611,盛美上海,105.38,1.96,2.03,9640.0,100520117.0,4.06,105.85,101.65,102.22,103.35,0.75,2.7,96.56,9.02,45688247198.0,3757471010.0,0.79,0.78,14.98,-17.54
2718,1612,友邦吊顶,15.09,1.96,0.29,11984.0,17883324.1,3.51,15.17,14.65,14.83,14.8,0.72,1.95,12.23,1.88,1983547740.0,928195120.0,-0.2,-0.13,9.59,19.19
688039,1613,当虹科技,41.63,1.96,0.8,7786.0,32440966.0,3.99,42.39,40.76,40.8,40.83,0.77,1.58,-42.97,2.29,3343575895.0,2057885799.0,0.02,-0.05,18.33,-45.63
2951,1614,金时科技,9.37,1.96,0.18,24619.0,22789722.36,3.16,9.37,9.08,9.14,9.19,0.81,0.61,2639.57,2.42,3794850000.0,3794845784.0,0.0,0.54,16.54,-19.85
2742,1615,三圣股份,5.73,1.96,0.11,25195.0,14308497.0,2.67,5.73,5.58,5.67,5.62,0.7,0.61,-30.38,2.29,2475360000.0,2362956263.0,0.0,0.17,-8.47,-22.36
300466,1616,赛摩智能,5.21,1.96,0.1,48636.0,25186300.4,2.54,5.22,5.09,5.15,5.11,0.77,1.16,161.91,3.26,2790110821.0,2188128399.0,0.19,0.19,6.98,-27.03
2882,1617,金龙羽,10.43,1.96,0.2,34104.0,35163705.0,4.3,10.46,10.02,10.1,10.23,0.63,0.79,18.83,2.37,4515147000.0,4496764125.0,0.0,0.19,16.41,-5.01
300280,1618,紫天科技,19.83,1.95,0.38,16813.0,33222222.0,2.57,19.92,19.42,19.47,19.45,0.55,1.05,19.73,1.39,3213763704.0,3182202771.0,-0.2,-0.05,-29.71,-40.16
600697,1619,欧亚集团,13.06,1.95,0.25,15973.0,20777915.0,3.12,13.15,12.75,12.81,12.81,1.81,1.03,-12.05,0.83,2077690260.0,2026337556.0,-0.15,0.38,1.71,8.29
600692,1620,亚通股份,6.27,1.95,0.12,71978.0,44973448.0,4.55,6.35,6.07,6.13,6.15,1.63,2.82,3576.03,2.38,2205560681.0,1598915942.0,0.16,0.16,2.45,7.0
2849,1621,威星智能,12.04,1.95,0.23,33222.0,39591086.0,3.73,12.08,11.64,11.75,11.81,0.3,3.05,27.67,1.89,1593137014.0,1309981968.0,-0.17,-0.08,3.08,-6.08
300172,1622,中电环保,5.24,1.95,0.1,117351.0,61483400.98,4.47,5.38,5.15,5.15,5.14,0.51,2.36,24.41,2.0,3545960400.0,2604442681.0,0.19,0.19,6.07,-3.32
2703,1623,浙江世宝,8.39,1.94,0.16,130173.0,108455923.77,2.31,8.42,8.23,8.23,8.23,0.93,2.35,3871.45,4.81,6625118504.0,4640223337.0,0.12,0.0,60.42,32.75
688286,1624,敏芯股份,48.26,1.94,0.92,10378.0,49512944.0,4.39,48.91,46.83,47.54,47.34,1.46,2.93,-190.96,2.39,2578522196.0,1711504029.0,-0.06,0.06,-3.63,-47.9
603648,1625,畅联股份,8.92,1.94,0.17,33115.0,29380449.0,2.4,8.96,8.75,8.82,8.75,1.18,0.91,22.84,1.87,3232722176.0,3232722176.0,0.11,0.0,-4.9,4.08
2427,1626,*ST尤夫,8.92,1.94,0.17,19538.0,17432471.3,2.74,8.99,8.75,8.88,8.75,0.79,0.45,-5.33,-2.27,3906693497.0,3898306396.0,0.0,-0.11,4.45,67.35
603101,1627,汇嘉时代,6.3,1.94,0.12,33357.0,20908535.0,3.4,6.37,6.16,6.25,6.18,1.05,0.71,20.73,1.95,2963520000.0,2963520000.0,0.16,0.16,-2.33,6.42
603353,1628,和顺石油,19.45,1.94,0.37,14164.0,27313654.0,2.83,19.45,18.91,19.27,19.08,0.49,2.29,31.07,2.04,3372513300.0,1202048900.0,0.26,0.1,-0.56,-15.54
2231,1629,奥维通信,7.37,1.94,0.14,265657.0,189353604.19,8.58,7.4,6.78,7.13,7.23,1.37,9.01,-261.61,6.42,2556284625.0,2172803258.0,0.14,0.14,42.28,22.22
2254,1630,泰和新材,16.9,1.93,0.32,42238.0,71046731.39,2.47,16.98,16.57,16.58,16.58,0.62,0.99,19.84,2.96,11566267084.0,7211163515.0,-0.06,-0.18,11.7,-11.56
2651,1631,利君股份,6.87,1.93,0.13,53657.0,36584124.13,2.23,6.88,6.73,6.75,6.74,0.64,0.97,34.76,2.89,7099870200.0,3818948094.0,-0.15,0.0,-12.82,-47.95
300612,1632,宣亚国际,19.58,1.93,0.37,108026.0,210777704.5,2.92,19.69,19.13,19.36,19.21,0.98,6.79,55.31,9.55,3114002711.0,3114002711.0,0.05,0.1,19.54,-26.94
688069,1633,德林海,33.39,1.92,0.63,3756.0,12443643.0,5.16,33.77,32.08,32.89,32.76,0.57,0.74,33.82,1.87,2778168204.0,1703010204.0,-0.06,0.54,19.04,-4.49
2039,1634,黔源电力,14.35,1.92,0.27,64675.0,92766515.23,2.63,14.53,14.16,14.19,14.08,0.83,1.51,9.72,1.72,6135459108.0,6135391319.0,0.14,0.28,-5.84,-3.76
301300,1635,远翔新材,38.27,1.92,0.72,20824.0,79297036.85,4.15,38.77,37.21,37.5,37.55,0.8,13.68,38.7,2.95,2455020500.0,582528259.0,0.0,-0.05,5.86,5.86
600959,1636,江苏有线,3.19,1.92,0.06,256469.0,81511343.0,2.24,3.2,3.13,3.13,3.13,1.04,0.51,50.75,0.73,15952289418.0,15952289418.0,-0.31,-0.31,-6.45,-2.45
603178,1637,圣龙股份,11.17,1.92,0.21,37403.0,41594219.0,4.2,11.29,10.83,11.05,10.96,0.55,1.62,31.44,2.18,2640720711.0,2573378009.0,0.09,-0.09,-0.89,-23.23
2023,1638,海特高新,9.59,1.91,0.18,54219.0,51813749.85,2.66,9.67,9.42,9.42,9.41,1.01,0.79,135.17,1.74,7257625719.0,6556280863.0,0.0,0.0,-0.72,-29.54
688109,1639,品茗科技,29.87,1.91,0.56,2240.0,6655719.0,3.68,30.31,29.23,29.83,29.31,0.89,0.86,-44.37,1.88,1624151380.0,776784524.0,0.0,0.03,-3.15,-40.99
603221,1640,爱丽家居,8.54,1.91,0.16,19466.0,16450386.0,2.51,8.55,8.34,8.37,8.38,1.63,3.21,-90.39,1.45,2049600000.0,518548800.0,0.0,0.0,11.49,-7.97
688220,1641,翱捷科技-U,77.52,1.91,1.45,9181.0,70971211.0,4.85,78.77,75.08,76.06,76.07,0.92,2.58,-183.99,4.26,32426684915.0,2755555068.0,-0.17,-0.19,10.9,-52.89
688585,1642,上纬新材,9.63,1.9,0.18,4278.0,4107787.0,2.22,9.68,9.47,9.5,9.45,0.49,0.52,53.17,3.56,3882816000.0,788549449.0,0.1,0.52,3.66,-10.0
300428,1643,立中集团,30.5,1.9,0.57,83275.0,252547899.68,6.78,31.16,29.13,29.9,29.93,0.91,1.79,33.97,3.53,18817187433.0,14155802283.0,0.0,0.0,-14.95,16.28
688079,1644,美迪凯,10.17,1.9,0.19,12737.0,12917196.0,2.3,10.23,10.0,10.04,9.98,0.36,0.73,469.48,2.67,4081560007.0,1770630571.0,0.0,0.1,-6.78,-30.34
301150,1645,中一科技,80.9,1.9,1.51,9180.0,73834711.41,3.5,81.9,79.12,79.59,79.39,0.69,4.4,18.34,2.18,8172579646.0,1688940239.0,0.06,0.15,1.31,-24.89
2289,1646,宇顺电子,8.05,1.9,0.15,47132.0,38280189.54,3.8,8.26,7.96,8.14,7.9,1.06,1.78,-100.26,8.64,2256042551.0,2126803826.0,-0.12,0.0,35.29,13.7
301020,1647,密封科技,19.86,1.9,0.37,3392.0,6698520.77,2.21,19.93,19.5,19.92,19.49,0.41,0.47,36.25,3.49,2907504000.0,1448227742.0,0.3,0.2,-6.72,-35.27
603687,1648,大胜达,10.2,1.9,0.19,9222.0,9373527.0,3.7,10.33,9.96,10.18,10.01,0.35,0.22,40.26,2.24,4274835657.0,4274835657.0,-0.39,-0.58,13.33,-5.38
300786,1649,国林科技,15.57,1.9,0.29,25268.0,39088128.0,3.34,15.68,15.17,15.3,15.28,0.58,1.84,171.68,2.31,2865127236.0,2135054841.0,0.06,0.52,7.08,-34.41
301183,1650,东田微,29.55,1.9,0.55,15689.0,46215634.86,3.14,29.81,28.9,29.0,29.0,0.75,7.84,49.42,2.79,2364000000.0,591000000.0,0.03,-0.07,-14.0,28.93
603658,1651,安图生物,47.3,1.9,0.88,21628.0,101975523.0,2.93,47.57,46.21,46.78,46.42,1.25,0.37,25.99,3.86,27730677709.0,27730677709.0,0.0,0.0,9.52,-12.96
601956,1652,东贝集团,6.45,1.9,0.12,29210.0,18718257.0,2.05,6.45,6.32,6.38,6.33,0.66,1.34,29.07,1.75,4014254895.0,1406938229.0,0.16,0.31,7.86,-3.87
600698,1653,湖南天雁,4.84,1.89,0.09,76424.0,36866088.0,2.95,4.89,4.75,4.79,4.75,1.31,1.04,21845.56,6.53,5151744555.0,3569864108.0,0.0,0.0,-8.33,-7.28
603506,1654,南都物业,12.91,1.89,0.24,28661.0,36862874.0,2.53,12.98,12.66,12.73,12.67,1.29,1.53,13.41,2.49,2424211127.0,2424211127.0,0.31,0.08,-5.97,-21.71
2843,1655,泰嘉股份,18.32,1.89,0.34,35959.0,64793619.0,6.12,18.45,17.35,17.89,17.98,0.47,1.71,46.0,6.28,3847200000.0,3847138170.0,-0.16,0.05,105.84,82.29
688277,1656,天智航-U,13.5,1.89,0.25,26990.0,36288517.0,2.94,13.6,13.21,13.27,13.25,0.91,0.9,-64.15,5.88,5667932448.0,4038971688.0,0.15,0.15,-1.46,-48.57
603663,1657,三祥新材,14.58,1.89,0.27,25502.0,37041842.0,2.94,14.7,14.28,14.35,14.31,0.63,0.85,26.8,3.87,4407096994.0,4387603534.0,-0.07,-0.07,10.54,-26.18
300510,1658,金冠股份,4.86,1.89,0.09,101867.0,48933280.32,3.56,4.87,4.7,4.8,4.77,0.49,1.24,384.4,1.54,4027111964.0,3996022029.0,0.21,0.21,8.48,-26.03
2679,1659,福建金森,11.35,1.89,0.21,33948.0,38248517.6,2.87,11.44,11.12,11.15,11.14,1.64,1.44,-36.0,3.74,2675830600.0,2675830600.0,0.0,0.0,0.35,-13.36
2050,1660,三花智控,25.95,1.88,0.48,476472.0,1231812402.07,6.52,26.47,24.81,25.96,25.47,1.1,1.35,46.45,8.27,93189599681.0,91540871855.0,-0.04,0.39,28.78,3.18
2763,1661,汇洁股份,8.11,1.88,0.15,16933.0,13627724.0,2.14,8.13,7.96,7.96,7.96,0.63,0.84,11.42,1.63,3324483640.0,1638816288.0,-0.12,-0.12,12.64,-19.94
545,1662,金浦钛业,4.33,1.88,0.08,180235.0,77720154.0,1.65,4.34,4.27,4.3,4.25,0.9,1.83,50.95,2.18,4272987306.0,4266795406.0,0.0,0.23,5.35,8.25
603319,1663,湘油泵,16.79,1.88,0.31,31769.0,53103958.0,2.37,16.89,16.5,16.5,16.48,0.57,1.53,36.66,2.44,3505631078.0,3475143125.0,0.06,0.0,-7.49,-13.94
603038,1664,华立股份,8.13,1.88,0.15,14722.0,11857885.0,3.01,8.15,7.91,8.04,7.98,0.72,0.71,565.05,1.27,1680265287.0,1680265287.0,-0.12,-0.12,-0.25,-41.0
688051,1665,佳华科技,24.94,1.88,0.46,2405.0,5982658.0,3.92,25.18,24.22,24.22,24.48,0.85,1.01,-16.35,1.54,1928709960.0,594291319.0,0.08,-0.04,-14.3,-47.77
2380,1666,科远智慧,12.47,1.88,0.23,35992.0,44778328.0,1.96,12.54,12.3,12.32,12.24,0.57,2.54,54.95,1.37,2992695863.0,1764559743.0,0.0,0.0,-14.88,-14.3
688008,1667,澜起科技,57.54,1.88,1.06,101058.0,581036930.0,4.25,58.59,56.19,56.48,56.48,1.22,0.89,47.9,7.22,65230614056.0,65230614056.0,0.0,0.07,-16.13,-31.15
3041,1668,真爱美家,16.29,1.88,0.3,14453.0,23463222.57,2.31,16.35,15.98,15.98,15.99,0.8,3.79,22.22,1.68,1954800000.0,621968490.0,-0.12,-0.18,5.16,-21.04
301106,1669,骏成科技,32.6,1.88,0.6,4530.0,14696853.25,2.34,32.64,31.89,31.89,32.0,0.86,2.5,28.34,2.19,2366325377.0,591581344.0,-0.06,-0.03,0.9,-12.95
688299,1670,长阳科技,17.94,1.87,0.33,33186.0,59347229.0,3.18,18.08,17.52,17.63,17.61,0.47,1.45,31.77,2.53,5116085373.0,4093179780.0,0.0,-0.17,-5.03,-44.97
600505,1671,西昌电力,8.7,1.87,0.16,73968.0,64093672.0,2.93,8.8,8.55,8.57,8.54,0.63,2.03,144.65,2.59,3171737250.0,3171737250.0,-0.11,-0.11,0.12,-16.98
300895,1672,铜牛信息,26.66,1.87,0.49,10677.0,28388644.69,2.48,26.82,26.17,26.22,26.17,0.95,1.78,112.18,2.91,3412495943.0,1603542961.0,0.0,0.04,-6.19,-27.91
600415,1673,小商品城,4.9,1.87,0.09,222048.0,108327315.0,2.29,4.92,4.81,4.81,4.81,1.0,0.41,11.01,1.75,26907243462.0,26671749462.0,0.0,0.0,-9.76,2.51
301043,1674,绿岛风,25.59,1.87,0.47,4082.0,10389132.0,2.07,25.59,25.07,25.12,25.12,0.82,2.27,39.46,2.3,1740120000.0,460620000.0,0.08,0.16,1.87,-34.06
300088,1675,长信科技,7.08,1.87,0.13,333107.0,234803901.81,1.87,7.1,6.97,6.97,6.95,0.6,1.36,23.83,2.2,17380782652.0,17294213850.0,0.14,0.14,2.61,-46.49
